0, 3D
1, API
2, API Management
3, Accessibility
4, Accounting
5, Accounts
6, Activity Streams
7, Actors
8, Addresses
9, Adoption
10, Advertising
11, African
12, Aggregation
13, Agriculture
14, Air Travel
15, Analytics
16, Animals
17, Animation
18, Annotations
19, Application Development
20, Applications
21, Art
22, Artificial Intelligence
23, Asia
24, Astronomy
25, Auctions
26, Audio
27, Augmented Reality
28, Australian
29, Authentication
30, Auto
31, Automation
32, Avatars
33, B2B
34, Backend
35, Backend-as-a-Service
36, Background
37, Backup
38, Banking
39, Barcodes
40, Beauty
41, Beer
42, Belgian
43, Big Data
44, Billing
45, Bitcoin
46, Blockchain
47, Blogging
48, Bluetooth
49, Booking
50, Bookmarks
51, Books
52, Bots
53, Brazilian
54, Breweries
55, Business
56, COVID-19
57, Calendars
58, Campaigns
59, Canadian
60, Captcha
61, Catalogs
62, Charity
63, Charts
64, Chat
65, Cities
66, Classification
67, Classifieds
68, Cloud
69, Collaboration
70, Collecting
71, Colors
72, Community
73, Comparisons
74, Competitions
75, Compliance
76, Contacts
77, Content
78, Content Management
79, Contracts
80, Conversions
81, Copyright
82, Coronavirus
83, Countries
84, Coupons
85, Credit Cards
86, Crime
87, Crowdsourcing
88, Cryptocurrency
89, Currency
90, Customer Relationship Management
91, Customer Service
92, Customization
93, Cycling
94, Dashboards
95, Data
96, Data Mining
97, Data-as-a-Service
98, Database
99, Database-as-a-Service
100, Datacenter
101, Dating
102, Demographics
103, Design
104, Developers
105, Dictionary
106, Dieting
107, Directories
108, Discounts
109, Documents
110, Domains
111, Drawing
112, ERP
113, Earthquakes
114, Economics
115, Editing
116, Education
117, Electronic Signature
118, Email
119, Emergency
120, Energy
121, Engagement
122, England
123, Enterprise
124, Entertainment
125, Environment
126, European
127, Events
128, Extraction
129, Family
130, Fantasy Sports
131, Fashion
132, Fax
133, Feedback
134, Feeds
135, File Sharing
136, Financial
137, Fitness
138, Flowers
139, Fonts
140, Food
141, Forms
142, Forums
143, Framework
144, French
145, Funding
146, Gadgets
147, Gambling
148, Games
149, Geography
150, German
151, Goals
152, Government
153, Graphics
154, Grocery
155, Guides
156, HTML5
157, Hardware
158, Health
159, Healthcare
160, History
161, Hobbies
162, Holidays
163, Home Automation
164, Hosting
165, Hotels
166, Housing
167, Human Resources
168, Humor
169, Identity
170, Images
171, Indian
172, Integration
173, Intelligence
174, International
175, Internet of Things
176, Inventory
177, Invoicing
178, Italian
179, Japanese
180, Jobs
181, Keywords
182, Korean
183, Language
184, Law
185, Learning Management Systems
186, Library
187, Licensing
188, Lists
189, Localization
190, Location
191, Loyalty
192, Lyrics
193, Machine Learning
194, Mail
195, Management
196, Mapping
197, Marine
198, Marketing
199, Marketplace
200, Math
201, Measurements
202, Media
203, Medical
204, Medicine
205, Meme
206, Merchants
207, Messaging
208, Metadata
209, Microservices
210, Mobile
211, Monetization
212, Monitoring
213, Movies
214, Museums
215, Music
216, Names
217, Natural Language Processing
218, Nature
219, Networking
220, New York City
221, News Services
222, NoSQL
223, Non-Profit
224, Nordic
225, Notes
226, Notifications
227, Nutrition
228, OAuth
229, Office
230, Open Data
231, Open Source
232, Optimization
233, Ordering
234, Organization
235, Other
236, PDF
237, Parsing
238, Payments
239, Performance
240, Personal Information Management
241, Pets
242, Photos
243, Planning
244, Platform-as-a-Service
245, Plugins
246, Police
247, Politics
248, Polls
249, Postal
250, Postcards
251, Postcodes
252, Predictions
253, Prices
254, Printing
255, Products
256, Profiles
257, Project Management
258, Protocol
259, Publishing
260, Purchasing
261, Q&A
262, QR Codes
263, Quantified Self
264, RDF
265, REST
266, Random
267, Ratings
268, Real Estate
269, Real Time
270, Recognition
271, Recommendations
272, Recreation
273, Reference
274, Referrals
275, Registration
276, Registry
277, Religion
278, Rentals
279, Reporting
280, Reputation
281, Reservations
282, Restaurants
283, Rewards
284, Robots
285, Romanian
286, Russian
287, SDK
288, SEO
289, SQL
290, Sales
291, Scheduling
292, Science
293, Screenshots
294, Search
295, Security
296, Semantics
297, Sentiment
298, Shipping
299, Smartphone
300, Social
301, Software-as-a-Service
302, Spam
303, Spanish
304, Spelling
305, Sports
306, Spreadsheets
307, Standards
308, Statistics
309, Stocks
310, Storage
311, Streaming
312, Subscriptions
313, Subtitles
314, Summary
315, Support
316, Surveys
317, Sustainability
318, TV
319, Tagging
320, Tasks
321, Taxes
322, Telephony
323, Testing
324, Text
325, Text-to-Speech
326, Tickets
327, Time
328, Time Tracking
329, Tools
330, Torrents
331, Tourism
332, Training
333, Transactions
334, Transcoding
335, Translation
336, Transportation
337, Travel
338, URL Shortener
339, URLs
340, USA
341, Upload
342, Validation
343, Verification
344, Video
345, Viewer
346, Visualizations
347, VoIP
348, Voice
349, Water
350, Wearable
351, Weather
352, Web Site Management
353, Webcams
354, Webhooks
355, Wi-Fi
356, Widgets
357, Wiki
358, Words
359, Writing
360, eBooks
361, eCommerce
362, eSports
