3807 937
7082 620 44
2751 414
3059 213
5135 85 780
7049 429
2358 366 1146
3573 425
4953 493
2653 233
323 1292 1140 898
6544 521 11
677 904
4035 447
2381 366 473 656 399 408
6911 462
2672 411
3478 240
193 1074
889 1140
4856 366 1075
3362 1267
4657 984 78
6558 830 471
5856 1269
1550 398 1269
3032 285
3308 933
4222 468
1895 554 50
5110 1319 475
4020 21
5368 1269
4520 528
949 72
6423 521 1278 155 63
2728 398 366 1146 751
2961 1278 358 155
7150 667 465
2733 212
209 414
6505 1026
5292 617
528 1376
822 128
47 406
1691 331
6578 1292 964
1845 774
6361 1246
2602 1298
5049 1374
5235 503
6697 326
373 680
2650 1121 433
4510 841
3544 1188 245 885
1561 774 1139
951 748
6354 242
6603 684
2721 787
1958 1325 859
6649 429 1223 408 428
5705 314
25 1346
1526 1278 1297 300
4834 1269
310 984
885 398 641 1336
3054 436
392 438 1210
2328 1207
1718 503 692
3045 1263
3144 1269
453 1158 718
701 1232
1056 255
5579 1275
6157 521 1278
849 387
2995 492
2950 360
4594 348
6272 933
5662 111
5347 1325 1278 717
1807 917
940 1368
1630 1316
2232 1121
4933 190
394 1093
6619 176
6983 469 528 483
7152 338
6417 529
3683 1296
7146 483 526 34
123 1295
1340 521
5434 132
6582 1035
6899 398 685 971 58
2231 78
561 1005
327 366 1146
4445 765
6456 569
3099 1353
1777 1148 358
6052 314
2141 233
5878 349
6368 579
2975 177
2522 558
3917 145 1077 154 609
6172 717
1562 453 464 467 450 457 83 369
4772 875
1091 156
292 888 1149
603 459 322
285 503
5451 640
1279 1206 22
706 107
4524 652
6639 740 411
5964 501
6704 407
2306 163
3046 953
6334 417
5647 918
656 852
229 1175
4980 285
6352 366 459
2830 1375
5564 503
49 464 470
7156 656 408
1756 830 492 59 366 969 752
2092 710 821
4221 1049 637
2345 204
2210 204
333 66
3115 984
2420 429
3746 765
3432 411
1826 978
6739 1126 1019 132
3224 718
2059 1206
891 1252
429 985
4699 598
418 1115
5739 84
3464 403
4690 186
2603 718
422 1210
4143 964 965
4017 88 530 324 704
3694 1298
6480 1367
852 513
626 711
194 140
2537 366 1019 706 132 369 371
1843 1075 936
1926 1325 1257
4804 1207
1856 695 642
969 984
188 315
230 677
1598 178 479
3366 497
3534 1046
2205 1140
6892 254 655 977
4171 521 1278 401
5777 1199
4486 756
4555 233
5686 366
3552 1205
1559 573
884 1302
3237 1346
5236 464
6858 1283
2016 930
3128 1146 300 155
1842 46 925 295
2513 459 468
5210 1019
6263 685 416
971 39
810 357
6838 408
3330 995
1661 9
4232 930 469
5895 408
2536 1247
5390 1121 562 343
6770 398
4947 649
4819 218
7112 398 1269
4768 636
2834 1140
806 808
304 436
268 872
1698 9
5167 1194
4682 803 501
5652 725
2758 1313
1348 505
1004 464
2598 1195
4245 718 470
5036 427
